,Date,CDN.AVG.1YTO3Y.AVG,CDN.AVG.3YTO5Y.AVG,CDN.AVG.5YTO10Y.AVG,CDN.AVG.OVER.10.AVG,BD.CDN.2YR.DQ.YLD,BD.CDN.3YR.DQ.YLD,BD.CDN.5YR.DQ.YLD,BD.CDN.7YR.DQ.YLD,BD.CDN.10YR.DQ.YLD,BD.CDN.LONG.DQ.YLD,BD.CDN.RRB.DQ.YLD,Exchange.Rate,Taxes_exp,CDN_Lbr_Cons,US_Lbr_Cons,Tot_Lbr_Cons,US_Lbr_Imp_Tot,Us_Lbr_Imp_C,Us_Lbr_Imp_NC,US_Lbr_Exp,US_LBR_SHPMT,WST_LBR_SHPMT,US_LBR_PROD,WST_LBR_PROD,STH_LBR_PROD,OTH_LBR_PROD,STH_LBR_INV,US_PPI_Lumber,Total_Exp,IndGlobalCAN,IndGlobalQc,TauxUSD_CAD,Dollar.US.dollar.CDN,HsSglSAAR.AB,HsSglSAAR.CAN,HsSglSAAR.CB,HsSglSAAR.QC,ProductionSciage.SK,ProductionSciage.NS,TotShip.NS,ProductionSciage.NB,ProductionSciage.ON,InventaireSciageRes.ON,TotShip.ON,ProductionSciage.MB,ProductionSciage.QC,InventaireSciageRes.QC,TotShip.QC,ProductionSciage.CAN,InventaireSciageRes.CAN,TotShip.CAN,ProdSciageFeuillu.CAN,ProductionSciage.CB,InventaireSciageRes.CB,ProductionSciage.AB,InventaireSciageRes.AB,TotShip.AB,ValeurExport.CHN,VolumeExport.CHN,ValeurExport.JPN,VolumeExport.JPN,ValeurExport.PaysExport,VolumeExport.PaysExport,ValeurExport.USA,VolumeExport.USA,HsTotSAAR.STH,HsTotSAAR.MW,HsTotSAAR.NE,HsTotSAAR.WST,HsTotSAAR.USA,HsSglSAAR.USA,HsTotAct.USA,HsSglAct.USA,HsMltSAAR.USA,HsMltAct.USA,BdgPmtTotSAAR.USA,BdgPmtSglSAAR.USA,BdgPmtTotAct.USA,NewSoldMedPrice.USA,ExistSoldPrice.USA,IndNAR_HAI.USA,BdgPmtMltSAAR.USA,MnfdHomesSAAR.USA,MnfdHomesAct.USA,NewSoldSAAR.USA,NewSoldAct.USA,NewForSaleSAAR.USA,NewForSaleAct.USA,NewMthSply.USA,ExistSoldSAAR.USA,ExistSoldAct.USA,ExistForSaleInv.USA,ExistMthSply.USA,ConstSpendRes.USA,ConstSpendNonRes.USA,IndNAHB.USA,IndHPI_Act.USA,IndHPI_SAAR.USA
11,2004-03-11,2.35,3.09,3.91,4.85,2.28,2.56,3.29,3.78,4.23,4.97,2.42,1.3172,0.269999686,1147.948481,5362.237202,6510.185683,1975.937888,1791.888088,184.0498004,65.70712215,3378.771823,1609.684414,3430.615241,1649.232975,1560.516348,201.8681057,1702.163452,207.2224722,1589216735,103.9289907,103.8470306,1.329112503,0.752347976,19860.38449,109987.1821,13508.71425,19540.60439,101.0771083,170.3291605,133.6087936,373.9891018,786.9912867,805.120453,426.9311619,56.75291557,1890.517157,3474.516882,1799.106378,7762.496016,9807.135767,7437.611618,190.6021142,3616.065726,4071.0327,766.7595776,861.4712279,1071.995404,6015618.629,23570.80418,110914770.1,340600.1023,578495717.6,2699268.031,413897333.6,2201045.596,936.7747044,387.1260785,170.7719415,516.33452,2011.007245,1645.926147,178.6138149,148.1308541,365.0810971,30.48296075,2068.958148,1644.091948,195.7908578,212128.3703,180538.393,135.360209,424.8661995,132.9220394,11.56003222,1262.581696,121.1348378,382.1327447,377.5441434,3.633589526,6625.790975,560.1003332,2412.742111,4.369705763,512978.207,450974.2527,66.67558063,185.5504707,185.136749
12,2004-03-18,2.31,3.05,3.87,4.81,2.25,2.5,3.25,3.72,4.2,4.92,2.38,1.3266,0.269999414,1181.928695,5458.889459,6640.818154,1969.01878,1796.405375,172.6134043,65.38382614,3477.471231,1651.503371,3448.973839,1634.149171,1576.592706,202.7493896,1702.689201,209.5139022,1613400481,103.946965,103.7743425,1.331393613,0.751030988,19670.96519,108428.392,13875.45594,19506.70423,105.8259099,162.283331,136.5870721,358.2132415,773.2696008,801.7108841,445.8269912,61.16488055,1848.22251,3456.017114,1819.907274,7719.828245,9782.330086,7616.220039,186.5532363,3636.949316,4068.490023,773.8572951,865.4018947,1090.903973,5501095.12,21609.49237,109738122.4,332309.6213,579245927.2,2697123.5,417071322.4,2209816.952,954.583929,392.5322348,173.6942032,491.1691886,2011.979556,1648.504847,179.9229956,149.4290434,363.4747082,30.49395221,2065.211436,1632.306529,196.7621341,216242.5004,184445.1608,135.3537624,432.9049077,131.811305,11.62352482,1234.633288,116.8838743,382.6749827,379.7179007,3.726146662,6685.839925,582.1266734,2409.675783,4.326117992,514383.1412,451291.9459,67.52549858,186.0697622,185.5142779
13,2004-03-25,2.25,3.02,3.85,4.79,2.19,2.45,3.23,3.71,4.18,4.9,2.36,1.3301,0.269999435,1182.944561,5507.096986,6690.041547,1960.840282,1795.219976,165.620306,65.61861706,3532.935024,1672.5308,3431.095518,1605.490782,1589.872711,201.5059787,1702.887722,211.873381,1622011663,103.9914568,103.7394831,1.335652916,0.74864258,19226.31329,106680.6559,14143.71966,19463.20195,109.4367566,151.095836,138.0976641,338.3807603,752.0381146,794.9708731,457.3208104,64.79440526,1788.441608,3431.783788,1816.404708,7595.421352,9732.584362,7703.14344,180.6777402,3619.958248,4056.727335,771.2013651,865.3566142,1098.028878,4950825.302,19867.18438,108759927.3,328360.0796,579992955.1,2692587.969,419867281.5,2210820.833,965.601189,394.9222737,177.0193632,469.6692629,2007.212089,1646.331124,179.7706786,149.512711,360.8809651,30.25796757,2062.859007,1620.617845,195.1523434,220210.3804,187952.6903,134.8454345,442.241162,130.2949181,11.525255,1204.868237,112.1909736,382.8797294,381.2827077,3.820630467,6742.968913,597.3396768,2407.771563,4.286971225,516018.7548,450718.1662,68.36266725,186.6166726,185.9146678
14,2004-04-01,2.35,3.16,4,4.95,2.45,3.01,3.38,3.85,4.34,5.05,2.4,1.3073,0.27,1145,5500,6645,1969,1801,168,66,3521,1669.416608,3373,1570,1605,198,1703.004336,214.6,1615986011,104.1,103.8,1.3424,0.7449344,18644,105560,14234,19419,110.3,141.1,137.7670498,320.6,726,785,458.5521093,65.9,1728.1,3415.1,1789.486992,7410.1,9685.5,7671.2,174.5,3560,4046.7,758,863.4,1091.509279,4607303,19127,109093974,329410,587288720,2700943,426937681,2218412,965,394,180,464,2003,1646,180,150,357,30,2070,1617,192.5,222300,190852.5729,133.7,453,129,11.3,1186,109,383,382,3.88,6790,606,2409,4.26,518071,449690,69,187.21,186.34
15,2004-04-08,2.46,3.33,4.17,5.07,2.58,3.17,3.54,4.01,4.5,5.16,2.41,1.3261,0.27000116,1066.05681,5436.545414,6502.602224,2005.455335,1822.770802,182.6845339,66.18270577,3429.143463,1640.941613,3276.365753,1534.285318,1624.761105,192.3968156,1703.21321,217.8450425,1597042827,104.2956696,103.9923972,1.351735735,0.739870508,18037.74406,105629.0178,14092.71062,19379.15324,107.3656172,135.6947766,135.4349024,309.6767863,698.0827308,772.4244152,447.8836232,63.33934251,1681.153899,3414.759435,1741.79343,7187.761302,9661.850213,7509.977875,169.3169822,3457.679788,4046.853202,734.6566554,861.3286584,1070.897723,4647219.8,19928.98254,111463876.1,335521.0965,605551996.3,2732625.734,441500526.4,2242900.282,949.9244858,389.6057203,181.9898032,481.9839271,2003.503936,1651.872094,181.9291524,152.0504873,351.6318423,29.87866512,2091.522917,1626.806488,190.1274405,221317.8544,193035.0012,131.8471912,464.7164287,128.4040246,10.99308903,1187.105093,108.7058698,383.215425,381.7464831,3.877753122,6822.199209,609.0506803,2414.430841,4.249836335,520628.8237,448588.6714,69.30026584,187.8600514,186.7893498
16,2004-04-15,2.66,3.56,4.37,5.19,2.79,3.4,3.78,4.23,4.68,5.27,2.44,1.3436,0.270002173,959.9082932,5338.906944,6298.815237,2059.602866,1854.986697,204.6161688,66.08636808,3291.404733,1594.410296,3165.506216,1504.420429,1644.514136,186.0747286,1703.403901,221.1685606,1570035682,104.5437055,104.269005,1.362126123,0.734264632,17505.85442,106436.5711,13769.94148,19333.32629,101.8220869,134.5416359,131.7936678,305.2068831,672.1109869,759.9765514,428.5710676,58.36678016,1649.682175,3421.598148,1682.967302,6964.592166,9655.095448,7276.145135,165.5160234,3336.39378,4055.591411,706.3557595,859.8671654,1041.400306,4984058.317,21840.86943,115032543.6,344367.8483,630668982.9,2778695.625,461035963.8,2278415.772,925.4012038,382.1257494,182.7469071,514.0726513,2004.346512,1659.3704,184.7765538,154.9894855,344.9761116,29.7870683,2119.473692,1644.908358,188.4922895,218224.4589,194784.5743,129.476573,474.5653344,128.3858754,10.69205927,1202.712257,110.5077082,383.4120957,380.8599413,3.829542909,6844.608399,610.1642789,2421.530628,4.248702168,523393.1514,447571.9544,69.32565633,188.5431684,187.249769
17,2004-04-22,2.64,3.52,4.32,5.15,2.78,3.38,3.74,4.17,4.63,5.23,2.44,1.3541,0.2700021,844.30563,5235.065001,6079.370631,2115.198963,1888.459244,226.7397194,65.69684634,3153.463637,1539.258046,3070.393571,1486.345326,1657.760099,180.7152773,1703.394809,223.9827983,1540601714,104.7948886,104.5611103,1.37162845,0.729142915,17142.78756,107278.0889,13341.70159,19267.3362,95.41751318,136.3676773,127.7489847,305.4835382,652.1337495,750.9154119,405.0934035,52.83582773,1632.794363,3421.962787,1624.402879,6779.851947,9651.867958,7043.139827,163.257053,3225.235882,4068.808914,679.4769839,859.4720897,1009.636509,5465498.926,24187.3216,118572711.2,353027.926,656392734.5,2825367.703,481589674.5,2315043.625,898.4273199,372.0829037,182.1305575,546.3750499,1999.015831,1661.683506,187.2356783,157.6837409,337.3323251,29.55193733,2142.687622,1663.556049,187.8359938,214518.834,196484.4925,126.8426683,479.1315729,128.6747886,10.49499987,1223.713293,113.0556925,383.4027185,379.7934289,3.761561242,6864.71339,613.695738,2426.865101,4.245716917,525967.9034,446741.7601,69.18821866,189.2272011,187.7053037
18,2004-04-29,2.68,3.59,4.4,5.24,2.83,3.43,3.81,4.27,4.72,5.32,2.47,1.3716,0.27,737,5153,5890,2156,1914,242,65,3061,1484.920256,3021,1486,1658,178,1703.004336,225.7,1514378063,105,104.8,1.3783,0.7255315,17043,107449,12884,19167,89.9,139.9,124.206492,308.8,642.2,748.5,381.9295918,48.6,1629.6,3402.2,1577.494435,6672.8,9638.8,6884.4,162.7,3153.3,4082.4,660.4,860.6,982.2258126,5939222,26293,120857113,358579,676476306,2858857,499207340,2342869,876,360,180,565,1981,1652,188,159,329,29,2150,1675,188.4,211700,198517.9565,124.2,475,129,10.5,1241,115,383,379,3.7,6890,624,2427,4.23,527957,446200,69,189.88,188.14
19,2004-05-06,2.57,3.47,4.31,5.16,2.72,3.31,3.69,4.17,4.64,5.26,2.45,1.3768,0.269995524,653.6448337,5114.487206,5768.132039,2169.84593,1924.579472,245.2664583,64.01040064,3047.736547,1439.94233,3037.866927,1506.747486,1640.825694,179.0749145,1702.163116,225.9031376,1496148713,105.1217261,104.9330309,1.380649251,0.724220931,17263.82639,106467.5457,12463.21466,19028.44095,86.65123558,143.9928689,121.9033622,313.5283717,644.7443364,754.6823273,363.0306788,47.07744577,1637.78651,3351.970776,1551.118869,6669.171347,9604.015971,6854.639583,163.8036656,3141.62134,4092.527284,653.6722355,863.2413509,964.5858842,6276578.638,27609.71022,121018264,358961.9986,686190638.8,2869057.436,510745914.6,2354559.492,863.5247087,346.6055892,176.3928187,560.1061891,1946.629306,1626.234599,186.1736239,158.1390293,320.3947063,28.03459459,2133.94793,1673.587217,190.2587533,210885.5902,201127.4229,121.7737829,460.3607123,129.1491954,10.7644367,1247.280724,115.2834273,382.1323985,378.8528207,3.666929336,6925.26476,643.8037163,2419.689211,4.194513875,529109.0745,446035.3325,68.8472968,190.4766132,188.5427637
20,2004-05-13,2.87,3.79,4.59,5.35,3.03,3.63,4.01,4.45,4.89,5.44,2.49,1.3935,0.269990684,601.5025654,5116.481288,5717.983853,2160.911033,1921.803959,239.1070743,62.85746852,3099.5676,1409.309718,3103.812751,1541.642986,1610.192437,182.9439566,1701.250711,224.8580949,1487285029,105.1703753,104.9718396,1.378989443,0.725059351,17714.11407,104743.2161,12107.19932,18889.00714,85.58724458,148.0092108,120.9029035,318.3561778,655.7438233,766.1864382,350.236053,47.94484983,1649.352885,3274.193468,1544.083585,6740.603671,9541.608841,6933.676034,165.7223381,3179.000306,4096.426684,656.5121437,865.5221413,957.3271295,6443602.837,28097.83647,119627800.9,355570.881,686878220.5,2860578.489,516307445.1,2353112.45,860.0401051,333.4511604,172.0599516,538.0515453,1903.602762,1591.206537,182.5031775,155.6376763,312.3962253,26.86550125,2101.875749,1662.05098,192.8186925,211667.6885,203992.3734,119.6719997,439.8247688,129.1438591,11.18283856,1242.530002,114.0192481,381.1913799,379.4055051,3.66793249,6964.54705,669.3203761,2407.439203,4.147593157,529751.6129,446283.4046,68.71340251,191.0208814,188.9219402
21,2004-05-20,2.88,3.78,4.54,5.28,3.05,3.64,3.99,4.42,4.82,5.36,2.36,1.3684,0.269988082,585.7378803,5149.731767,5735.469647,2137.453171,1909.43871,228.0144612,61.69933609,3190.43038,1397.117881,3192.22511,1581.164742,1572.146332,188.0755414,1700.758917,223.0014834,1488305221,105.1681614,104.9441329,1.374085011,0.727659307,18265.58856,102908.3137,11834.17664,18796.35285,86.25763579,151.4391184,121.0999574,322.0497981,669.5611421,778.4293854,344.8571881,50.44353102,1654.876004,3175.100772,1552.678613,6845.210322,9447.163727,7082.602694,167.4091778,3246.178602,4091.602441,664.3059341,865.1022563,959.8581392,6429999.316,27844.90761,117617141.1,350662.8641,681399425.2,2841708.523,516805251.1,2344107.663,862.9931472,322.2939369,167.9306751,509.243807,1862.461566,1556.461175,178.1459192,152.3668086,306.0003911,25.77911062,2064.829603,1645.221134,195.3192551,213256.9917,206651.5459,117.9733251,419.6084691,129.0639252,11.60902208,1228.538918,111.6133552,380.684162,380.6317791,3.704470977,6999.196959,695.1351777,2393.944589,4.101415501,530356.8139,446966.6104,68.55585982,191.5238428,189.2907349
22,2004-05-27,2.85,3.71,4.44,5.18,3.02,3.58,3.91,4.33,4.72,5.27,2.3,1.3569,0.26999032,611.5154634,5204.988164,5816.503627,2107.730206,1891.248974,216.4812321,60.69413577,3294.262106,1407.462281,3276.491647,1615.790999,1532.733485,192.9380841,1701.179527,220.7699145,1499727499,105.1372984,104.8776175,1.366700385,0.731633342,18789.97537,101595.1408,11662.36931,18798.13238,88.212018,153.7726839,122.3893659,323.3756123,680.5589739,786.8282218,348.2055581,53.81480814,1644.932749,3060.925385,1573.193983,6941.104649,9316.265741,7262.512903,167.817345,3323.897932,4075.558799,672.4398164,859.6415809,971.5875043,6225472.797,26938.4525,115917701.7,346495.1648,672614627,2820735.905,513152652.5,2333124.917,869.8307929,314.8911423,164.9342658,484.0907124,1833.746913,1531.543875,174.2591073,149.197294,302.203038,25.06181333,2033.855638,1627.927525,196.9998785,214864.1966,208643.6783,116.7564337,405.928113,128.9893275,11.89680373,1207.098556,108.4716416,381.1179628,382.5053687,3.778006309,7020.564579,715.8333195,2382.899983,4.068158564,531396.8767,448107.3442,68.33221141,191.9965362,189.6623531
